0,0.0010343,,After changing collision to using square distance
1,0.0008924,,
2,0.0014087,,
3,0.0002554,,
4,0.0006335,,
5,0.0006001,,
6,0.0004196,,
7,0.0010264,,
8,0.0002207,,
9,0.0004695,,
10,0.0003851,,
11,0.0003059,,
12,0.0003153,,
13,0.000311,,
14,0.0002655,,
15,0.0005129,,
16,0.0003286,,
17,0.000294,,
18,0.0004556,,
19,0.0002932,,
20,0.0002883,,
21,0.0002862,,
22,0.0003169,,
23,0.0002889,,
24,0.0002903,,
25,0.0003144,,
26,0.0003014,,
27,0.0002754,,
28,0.000285,,
29,0.0002969,,
30,0.0003587,,
31,0.0003564,,
32,0.0004144,,
33,0.0002667,,
34,0.0002748,,
35,0.000331,,
36,0.0013007,,
37,0.0003158,,
38,0.0003112,,
39,0.0004789,,
40,0.0003022,,
41,0.0003544,,
42,0.0003455,,
43,0.0004007,,
44,0.0003216,,
45,0.000289,,
46,0.0003198,,
47,0.0003161,,
48,0.0003823,,
49,0.0004075,,
50,0.0002907,,
51,0.000332,,
52,0.0004869,,
53,0.0003333,,
54,0.0003583,,
55,0.0003401,,
56,0.0003175,,
57,0.0003124,,
58,0.0004056,,
59,0.0002962,,
60,0.0003052,,
61,0.0002549,,
62,0.0002563,,
63,0.0003474,,
64,0.0003959,,
65,0.0002773,,
66,0.0002813,,
67,0.0002932,,
68,0.0003,,
69,0.0002949,,
70,0.0002481,,
71,0.0003375,,
72,0.0003979,,
73,0.0003909,,
74,0.0003995,,
75,0.0003799,,
76,0.0004013,,
77,0.0003126,,
78,0.000319,,
79,0.0008925,,
80,0.0004561,,
81,0.0003597,,
82,0.0003105,,
83,0.0003135,,
84,0.0003249,,
85,0.0002962,,
86,0.0002954,,
87,0.0003124,,
88,0.0003013,,
89,0.0003087,,
90,0.0002955,,
91,0.0002684,,
92,0.0002816,,
93,0.0003363,,
94,0.0003157,,
95,0.0002957,,
96,0.0002745,,
97,0.0004666,,
98,0.0003033,,
99,0.0002948,,
100,0.0003218,,
101,0.0003517,,
102,0.000432,,
103,0.0003035,,
104,0.0003094,,
105,0.0002952,,
106,0.0002891,,
107,0.0002906,,
108,0.0003229,,
109,0.0002567,,
110,0.0003227,,
111,0.0003194,,
112,0.0004494,,
113,0.0003817,,
114,0.0003571,,
115,0.0003028,,
116,0.0003105,,
117,0.0003184,,
118,0.0002939,,
119,0.0002967,,
120,0.0003147,,
121,0.0003035,,
122,0.000297,,
123,0.0002498,,
124,0.0006281,,
125,0.0003606,,
126,0.0003385,,
127,0.0003536,,
128,0.0003064,,
129,0.0003595,,
